Location,FullScallop_Number,T1_height,T1_length,T1_width,T2_height,T2_length,T2_width,T2_whole_weight,T2_body_weight,T2_adductor,sex,acini_1,acini_2,acini_3,acini_4,acini_5,acini_6,acini_7,acini_8,acini_9,acini_10,acini_11,acini_12,acini_13,acini_14,acini_15,acini_16,acini_17,acini_18,acini_19,acini_20,acini_21,acini_22,acini_23,acini_24,acini_25,acini_26,acini_27,acini_28,acini_29,acini_30,acini_31,acini_32,acini_count,mc_1_mode,mc_2_mean,mc_3_max
TI,317036,56,58,15,69.6,64.7,16.8,35.72,13.99,23,m,2,2,2,3,3,3,2,3,3,1,1,1,2,2,2,2,2,2,2,2,2,3,2,3,,,,,,,,,24,2,2,2
TI,317037,51,52,15,68.1,72,19.6,31.67,12.21,20,m,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,,,,,,,,,24,2,1,1
TI,317038,50,49,15,60.2,60.9,17.9,29.59,15.16,23,m,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,2,2,3,2,2,3,2,2,2,,,,,,,,,24,2,2,2
TI,317039,62,65,15,68.9,72,17.3,38.81,13.04,20,m,2,3,3,3,2,2,2,3,2,2,3,3,2,2,3,2,2,2,3,2,2,3,2,2,,,,,,,,,24,2,2,2
TI,317040,54,52,16,65.5,63.6,18.7,34.33,12.83,18,m,1,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,3,2,3,2,2,,,,,,,,,24,2,1,1
TI,317041,56,53,14,65.8,65.3,18.1,35.82,13.98,20,m,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,none,2,2,2,2,2,1,,,,,,,,,23,2,2,2
TI,317042,48,46,16,64.3,58.5,19.4,34.77,13.73,22,m,2,1,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,3,2,3,2,,,,,,,,,24,2,2,2
TI,317054,53,52,16,65.8,56.8,19,35.14,13.93,21,m,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,24,2,2,2
TI,317044,51,50,17,58.9,59.2,19,30.78,12.93,22,m,2,2,2,2,2,2,3,3,2,3,2,1,2,1,1,3,2,3,3,3,3,2,3,3,,,,,,,,,24,2,2,2
TI,317045,44,44,13,57.9,62.2,15.7,23.91,10.04,19,m,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,,,,,,,,,24,1,1,1
TI,317047,49,46,14,53.2,52,16.5,20.12,7.37,17,m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,24,1,1,1
TI,317051,-,-,-,54.8,55,15.2,12.38,7.13,15,m,2,2,2,1,1,2,3,3,1,3,2,2,2,3,3,2,3,2,2,3,2,2,2,2,,,,,,,,,24,2,2,2
TI,317049,39,36,13,46.9,46,14.6,14.2,5.96,16,m,2,2,2,3,3,2,2,3,3,2,2,2,2,2,2,3,2,2,3,3,3,2,2,3,,,,,,,,,24,2,2,2
TI,317050,50,50,13,62.8,57.6,15.8,23.16,7.89,17,f,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
TI,323056,47,49,13,55.9,57.5,14.6,21.29,7.98,19,m,2,2,3,3,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,2,2,3,2,2,,,,,,,,,24,3,2,2
TI,323010,39,40,12,54.2,58.1,13.8,19.03,7.9,18,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
TI,323013,37,36,12,48.3,52.4,13.5,14.18,4.67,14,f,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,,,,,,,,,24,3,3,3
TI,323014,62,65,15,74.5,77.2,17.9,42.75,18.76,23,m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,24,0,0,0
TI,323019,46,45,15,53.1,53,17.5,21.86,8.88,18,m,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,24,4,4,4
TI,323020,42,41,12,51,59.2,15.1,19.52,8.09,18,m,3,2,2,2,3,3,3,3,3,2,2,2,2,3,2,2,4,4,2,4,2,2,2,3,,,,,,,,,24,2,3,3
TI,323022,63,60,18,74.2,72.3,19.2,50.7,20.01,25,f,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,,,,,,,,,24,3,3,3
TI,323023,54,48,15,63.4,61.4,17.8,34.49,13.93,21,f,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,,,,,,,,,24,4,4,4
TI,323027,54,56,16,66.9,72.3,18.7,37.24,15.21,22,m,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,,,,,,,,,24,3,3,3
TI,323028,46,45,14,55.3,57.6,16.7,22.61,9.19,19,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
TI,323044,43,40,14,53,59.4,17.2,21.74,8.15,18,f,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
TI,323047,54,50,15,66,78.1,18,39.26,16.82,22,m,3,2,2,2,3,2,3,2,2,3,2,2,2,2,3,2,3,3,2,2,3,2,2,2,,,,,,,,,24,2,3,3
TI,324047,60,59,17,67.2,65.4,18.4,38.31,12.61,20,m,2,3,,2,3,3,2,3,3,3,2,2,3,3,3,2,2,2,2,2,3,2,2,3,,,,,,,,,23,2,2,2
TI,324048,41,40,14,39.6,39.2,13.3,10.01,1.88,9,f,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,,,,,,,,,24,3,3,3
TI,324049,51,46,19,67.1,67.9,19.4,47.51,14.32,20,m,0,0,5,5,5,0,5,5,none,5,5,0,5,5,0,5,none,0,5,5,0,0,none,none,,,,,,,,,20,5,0,0
TI,324060,,,,51.4,51.1,13.9,18.02,6.82,16,m,2,2,2,3,3,2,2,2,2,2,2,2,3,3,3,2,1,2,2,3,2,2,2,3,,,,,,,,,24,2,2,2
TI,324061,,,,44.2,43.5,14,12.41,5.29,13,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
TI,324062,,,,47.2,51.3,13.5,16.13,5.47,15,m,4,2,3,3,2,2,4,2,1,2,1,2,2,3,2,2,2,2,3,3,1,2,2,2,,,,,,,,,24,2,4,4
