Location,FullScallop_Number,T1_height,T1_length,T1_width,T2_height,T2_length,T2_width,T2_whole_weight,T2_body_weight,T2_adductor,sex,acini_1,acini_2,acini_3,acini_4,acini_5,acini_6,acini_7,acini_8,acini_9,acini_10,acini_11,acini_12,acini_13,acini_14,acini_15,acini_16,acini_17,acini_18,acini_19,acini_20,acini_21,acini_22,acini_23,acini_24,acini_25,acini_26,acini_27,acini_28,acini_29,acini_30,acini_31,acini_32,acini_count,mc_1_mode,mc_2_mean,mc_3_max
DB,302001,70,76,19,71.5,77.7,20.5,57.01,17.45,23,f,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,none,1,1,1,1,1,31,3,2,3
DB,302004,50,50,15,57.4,58,17.5,27.01,9.96,20,m,3,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,,,,,,,,,24,2,3,3
DB,302006,54,58,17,58.9,58.9,18.4,28.45,9.05,20,m,none,1,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,3,1,2,2,2,2,3,,,,,,,,,23,3,#DIV/0!,0
DB,302014,61,63,14,64,62.2,16.2,41.53,11.55,22,m,none,none,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,3,2,2,,,,,,,,,22,2,#DIV/0!,0
DB,302018,58,64,16,61.5,65.5,18.3,37.59,13.69,21,m,2,2,3,2,2,3,3,3,2,3,2,3,3,3,2,3,2,2,2,2,2,2,2,2,,,,,,,,,24,2,2,2
DB,302019,54,56,15,65.6,68,18,34.97,12.53,22,f,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,25,3,4,4
DB,302021,56,55,16,59,55.7,16.9,28.2,10.34,20,m,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,3,2,2,3,3,3,none,1,2,2,none,2,2,1,30,2,1.5,2
DB,302022,52,56,14,51.3,53.7,16,19.11,7.64,21,f,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,28,1,1,1
DB,302024,58,56,16,65.2,63.5,19,35.14,13.4,22,m,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,none,2,2,2,31,5,3.5,5
DB,302025,41,39,12,43.1,41.3,13.5,11.12,3.96,13,m,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,3,2,2,2,2,3,,,,,,,,,23,2,2,2
DB,302067,54,52,17,60.7,60.5,19.1,32.99,12.5,20,m,1,1,1,5,5,1,5,5,1,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,2,,,,,,,,25,5,1,1
DB,302029,55,56,17,60.7,60.4,18.5,32.75,10.82,21,f,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,24,4,4,4
DB,302030,65,70,18,67.7,73.3,19.6,42.47,14.95,22,m,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,none,none,3,3,3,2,,,28,2,2,2
DB,302038,57,63,15,66.5,73.1,16.9,36.29,14.34,19,m,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,,,,,,,,,24,2,2,2
DB,302043,57,57,15,62.4,65.2,16.3,32.59,12.76,20,m,2,3,3,3,3,3,3,3,2,3,3,2,2,3,3,2,2,2,2,2,3,2,2,2,,,,,,,,,24,2,2,2
DB,302044,53,54,14,59,59.5,16.9,27.51,9.57,19,m,3,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,,,,,,,,,24,2,3,3
DB,302045,58,54,17,66,67,18.8,36.8,13.04,20,m,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,24,2,2,2
DB,302047,52,55,15,53,53.1,16,21.35,8.63,16,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,,,,,,,,,24,3,3,3
DB,302050,62,57,18,62.2,56.2,19.6,37.48,12.85,20,m,2,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,3,,,,29,2,2,2
DB,303001,51,51,14,52.7,53.2,15.5,20.23,6.73,14,m,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,,,,,,,,,24,2,2,2
DB,303002,48,49,16,52.7,55,17.2,22.06,7.69,16,m,2,2,2,2,3,2,2,2,,2,2,2,3,2,2,3,3,2,2,2,2,3,2,2,,,,,,,,,23,2,2,2
DB,303003,59,61,17,62,60.2,18.2,29.86,10.34,17,m,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,,,,,,,,,24,2,2,2
DB,303006,60,59,15,62.4,59.5,16.7,28.31,10.16,18,m,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,2,3,3,3,3,,,,,,,,,24,2,3,3
DB,303008,48,49,13,50.7,52.5,14.8,17.94,6.42,13,m,2,3,3,2,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,2,3,2,3,2,2,2,2,2,2,1,2,,31,3,2,2
DB,303009,69,71,19,70.4,69.3,20.2,43.15,14.81,22,m,1,2,1,1,2,2,1,none,1,2,,1,1,2,1,1,2,1,1,2,2,1,1,2,,,,,,,,,22,1,1,1
DB,303011,53,52,16,59,57.6,16.2,24.75,9.01,17,m,1,2,1,1,none,none,2,2,2,2,2,2,3,2,2,none,2,2,3,3,3,3,2,3,,,,,,,,,21,2,1,1
DB,303012,67,67,20,68.9,72.8,21.5,49.96,15.26,22,m,2,2,2,3,2,2,2,3,2,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2,,,,,,,,,24,2,2,2
DB,303014,63,67,19,63.3,64.7,20,41.33,12.66,21,m,3,2,3,3,2,2,2,2,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,32,2,2.5,3
DB,303015,69,68,19,70.6,70.6,19.9,46.7,13.26,22,m,2,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,24,2,2,2
DB,303016,40,42,14,44.8,45.5,16.4,15.35,6.03,13,m,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,2,2,2,3,3,3,2,3,3,,,,,,,,,24,3,3,3
DB,303018,56,58,15,57,59.3,17,29.08,10.24,19,m,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,3,2,,,,,,,,,24,3,3,3
DB,303019,52,55,15,56.9,57.2,17.2,28.28,9.78,18,m,3,2,3,2,3,2,3,2,2,2,2,2,3,3,3,2,3,2,3,3,3,2,3,3,,,,,,,,,24,3,3,3
DB,303020,49,49,13,52.2,54.8,15.5,20.13,8.37,15,m,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,24,4,4,4
DB,303021,65,72,20,64.2,68.5,21.5,45.26,14.74,23,m,1,1,5,5,5,5,1,1,2,3,1,1,1,1,1,1,3,1,5,1,1,1,1,1,,,,,,,,,24,1,1,1
DB,303022,59,62,18,63.5,64.7,20.2,41.08,14.92,21,m,3,4,3,3,3,4,4,4,3,3,3,3,none,3,3,none,2,2,2,2,3,3,3,2,,,,,,,,,22,3,3,3
DB,303051,57,55,16,56.9,56,17.2,24.66,9.38,17,f,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,24,4,4,4
DB,303025,54,56,15,51.6,53.8,15.6,17.21,5.72,13,f,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,303027,51,50,15,57.8,58.7,16.1,22.88,9.05,18,m,3,1,3,3,3,3,2,2,2,2,3,2,3,2,1,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,303028,50,49,15,50,48.5,15.9,17.98,4.84,12,m,3,3,3,3,1,3,3,2,2,2,2,,2,2,2,2,2,3,22,2,3,3,2,2,,,,,,,,,23,2,3,3
DB,303029,66,63,16,69.2,69,17.7,40.51,12.8,22,m,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,3,2,3,2,3,2,2,,,,,,,,,24,2,2,2
DB,303032,59,66,17,58.7,66.6,18.5,37.98,9.89,21,m,none,2,1,1,2,2,1,2,2,4,3,2,2,4,2,2,0,2,2,0,1,2,2,2,,,,,,,,,23,2,#DIV/0!,0
DB,303034,48,46,13,47.5,47.6,14.7,15.44,6.37,13,m,2,2,2,2,2,3,3,2,2,2,2,2,3,2,2,none,2,2,3,2,3,2,2,none,,,,,,,,,22,2,2,2
DB,303035,60,60,18,61.6,63.7,19.9,39.81,11.86,20,m,2,2,2,2,2,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,5,2,4,3,4,4,4,5,4,4,4,4,32,4,3,4
DB,303039,51,55,15,54.4,54,16.6,20.76,7.29,16,m,2,2,3,2,1,1,2,2,5,2,2,1,2,2,2,3,5,2,2,3,2,2,5,5,4,,,,,,,,25,2,2,2
DB,303040,58,63,17,62,63.9,18.3,35.15,9.93,19,m,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,2,2,2,2,2,2,3,none,,,,,,,,,23,3,3,3
DB,303041,52,44,15,53.7,48.4,16.1,20.94,7.97,18,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,303043,64,53,16,58.2,61,17.8,26.73,8.49,19,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,303046,63,58,20,66.5,61.5,21.5,45.82,14.15,21,m,2,2,2,2,2,1,3,3,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,,,,,,,,,24,2,2,2
DB,306006,50,49,15,54.1,56,16.5,20.48,6.51,15,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,306031,57,61,17,57.6,62,18.8,33.41,12.34,18,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,306032,48,51,13,47.7,45.9,13,13.14,4.45,14,m,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,none,5,5,2,,,,,27,4,4,4
DB,306033,62,65,16,62.5,63.5,16.5,29.8,10.43,18,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,306035,53,52,14,53.8,53,15.7,23.46,8.89,-,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,306038,62,61,16,61.4,62,17,28.51,9.95,18,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,306039,57,58,16,56.6,63,16.8,27.32,9.03,18,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,306040,63,64,18,63,67.4,18.2,34.16,12.91,22,f,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,306042,58,59,16,57.3,58.5,15.9,23.4,9.58,16,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,306044,56,55,14,57.2,57.6,15.5,22.94,9.12,17,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,306045,61,62,16,61.3,61.6,17.4,31.34,11.89,18,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,306046,52,55,15,57.4,62.4,16.6,28.12,11.52,22,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,306047,52,52,15,50.6,51.4,16,20.52,7.74,18,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,306052,17,49,15,54.4,56.5,15.8,20.99,7.55,15,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,308001,53,50,14,55.6,54.9,17,24.95,10.4,16,m,2,2,2,3,3,2,2,3,3,3,2,3,3,3,3,2,2,2,2,3,3,3,3,2,,,,,,,,,24,3,2,2
DB,308002,59,68,17,58.5,58.1,18,30.84,12.53,21,f,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,24,4,4,4
DB,308003,56,56,16,55.5,54.7,16.2,23.75,9.31,18,m,2,2,2,3,3,2,3,2,2,2,2,3,4,3,2,3,2,2,2,4,4,2,2,4,,,,,,,,,24,2,2,2
DB,308004,64,64,16,63.1,64.4,18,32.13,9.47,17,f,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,24,4,4,4
DB,308006,51,50,15,59.8,51,15.4,17.97,5.37,15,m,4,4,4,4,4,4,2,4,4,2,2,2,4,4,4,2,2,2,4,4,2,2,4,2,,,,,,,,,24,4,4,4
DB,308009,56,57,14,59,60.7,17.6,27.73,10.42,19,m,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,2,3,2,,,,,,,,,24,2,2,2
DB,308012,56,61,15,55,58.8,16.5,22.77,6.14,15,m,2,2,3,3,4,4,4,2,3,1,4,2,4,4,2,4,2,2,3,3,2,2,4,4,,,,,,,,,24,2,2,2
DB,314061,43,51,15,42.5,50.5,15.2,14.98,6.57,16,m,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,4,4,4,4,4,4,4,4,4,,,,,,,,,24,4,4,4
DB,314005,69,77,20,70.7,77.4,20.7,50.64,17.52,22,m,none,4,4,4,4,4,none ,none,4,4,4,none,none,5,5,none,none,5,5,none,none,none,none,5,,,,,,,,,13,4,#DIV/0!,0
DB,314007,57,63,17,56.8,63.8,18.6,31.68,11.06,19,f,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,24,4,4,4
DB,314010,49,48,15,55.4,59.9,15.5,21.6,6.67,15,m,3,3,3,3,2,3,2,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,,,,,,,,,24,3,3,3
DB,314011,54,55,15,55.7,55.6,16.5,26.29,11.3,17,f,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,24,2,2,2
DB,314012,52,58,13,52.8,57.5,15.3,21.43,8.98,18,m,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,24,2,2,2
DB,314013,58,57,18,58.2,58.9,17.4,29.35,10.56,22,m,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,2,3,,,,,,,,,24,2,2,2
DB,314014,59,52,17,57.2,52.5,17.5,24.6,7.92,16,m,2,2,3,3,2,2,3,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,,,,,,,,,24,2,2,2
DB,314015,55,53,14,56.8,53.2,15.4,22.46,8.46,18,m,1,1,1,1,1,none,none,5,1,1,5,1,1,,1,1,1,1,5,1,1,1,1,1,,,,,,,,,21,1,1,1
DB,314018,68,58,18,71.5,65.3,21,54.37,17.54,23,m,3,3,2,2,2,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,24,2,3,3
DB,314019,55,54,14,59.3,60.6,16.7,29.98,9.63,19,m,2,3,2,3,2,2,2,3,none,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,,,,,,,,,23,2,2,2
DB,314021,55,55,16,54.3,55.5,16.1,24.06,8.72,16,f,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,24,1,1,1
DB,314022,60,64,19,67.4,68.4,19.6,41.19,14.62,21,f,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,24,2,2,2
DB,314024,43,49,15,43.5,50,14,15.21,5.82,19,m,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,23,1,1,1
DB,314025,58,59,21,61,65,21.2,36.9,11.37,19,m,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,3,2,3,2,,,,,,,,,24,2,2,2
DB,314026,55,52,18,60.2,61.3,18.4,34.11,10.44,17,f,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,24,4,4,4
DB,314028,56,59,17,57.6,59.5,18.5,29.91,8.56,14,m,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,none,2,2,2,2,2,2,,,,,,,,,23,2,2,2
DB,314029,53,52,14,51.1,52.5,14.5,15.83,5.32,17,m,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,3,,,,,,,,,24,3,2,2
DB,314030,66,66,17,68.9,74.3,18.3,43.78,12.11,19,m,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,2,2,2,3,,,,,,,,,24,3,3,3
DB,314031,58,58,17,59.7,58.6,17.6,29.59,12.28,19,m,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,,,,,,,,,24,2,2,2
DB,314033,49,47,15,52.6,50.9,16,19.47,7.6,17,m,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,none,2,3,3,3,2,2,2,,,,,,,,,23,2,2,2
DB,314036,46,45,15,50.6,51.6,15.5,18.57,6.08,13,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,314037,55,58,16,58,58.2,17.1,27.22,10.34,16,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,314038,60,62,17,59,61.5,18.1,32.58,9.74,18,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,314039,49,48,15,51,49.7,15.5,19.51,7.44,15,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,314040,64,64,16,68.2,66,18.4,40.59,14.31,19,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,314041,51,53,17,52.7,53.1,17.7,25.28,9.46,19,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,314044,55,55,16,57.2,57.9,16.6,27.32,10.62,18,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,314047,50,56,15,54,56.7,16.4,24,7.84,17,m,3,3,3,3,3,3,3,3,none,3,0,none,2,none,none,2,none,0,2,1,1,2,1,0,,,,,,,,,19,3,3,3
DB,314049,56,55,16,59.8,55.8,17.8,27.81,9.5,19,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,315006,61,61,19,61.8,61.4,20.6,39.07,15.36,21,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,315010,57,61,14,60,63.7,16.4,28.77,8.23,17,m,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,,,,,,,,,24,2,2,2
DB,315013,39,37,10,49.2,47.6,11,9.12,3.68,12,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,315014,49,50,12,57.8,56.4,14.4,19.7,7.62,16,f,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,315021,58,55,15,58,57.6,17.1,27.03,9.05,19,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,315022,56,59,14,55.5,55.5,16.5,22.65,6.71,16,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,315023,54,53,17,54.1,51.7,18.1,22.42,8.96,19,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,315026,60,60,16,61.4,64.6,17.4,32.44,11.88,20,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,315029,63,61,19,63.2,61.5,18.1,33.09,9.25,18,f,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,24,4,4,4
DB,315031,57,53,17,56.2,54.6,18,21.62,6.14,15,m,3,3,3,2,2,3,3,3,2,3,2,3,2,1,3,3,3,2,2,3,3,3,2,2,,,,,,,,,24,3,3,3
DB,315034,59,65,18,58.1,64.8,18.2,32.69,10.57,17,m,2,3,2,3,3,3,2,3,2,2,2,3,3,3,2,3,3,3,2,3,3,3,3,2,,,,,,,,,24,3,2,2
DB,315035,68,63,16,67.8,62.5,17.7,31.76,9.79,18,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,315045,53,56,15,52.3,56.3,15.7,21.89,7.64,17,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,315053,52,52,15,53.5,56.1,17.3,23.96,8.67,16,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,24,3,3,3
DB,319002,59,58,15,53.4,59,15.3,20.92,6.8,16,m,2,2,2,3,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,,,,,,,,,24,2,2,2
DB,319008,56,58,16,55.1,57.7,16.2,24.89,7.67,16,f,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,,,,,,,,,24,3,3,3
DB,319011,55,55,17,57.2,57.7,17.9,28.18,9.87,15,m,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,2,22,2,3,2,,,,,,,,,24,3,2,2
DB,319054,53,50,16,50.7,50.6,15.2,18.8,7,15,m,3,3,3,3,2,3,3,2,3,2,3,3,3,2,2,2,2,2,2,2,2,,,,,,,,,,,,21,2,3,3
DB,319015,55,55,15,54.6,55.8,15.8,22.87,8.03,17,f,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,24,2,2,2
DB,319016,48,46,14,47,46.2,14.2,14.93,5,14,f,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,24,2,2,2
DB,319017,44,42,14,48.3,47.7,15.5,18.24,8.5,17,m,3,3,3,2,2,2,4,3,4,3,3,3,3,3,2,2,2,4,2,2,3,4,4,4,,,,,,,,,24,3,3,3
DB,319019,56,58,16,55.8,59.2,16.8,24.9,8.68,15,f,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,,,,,,,,,24,4,4,4
DB,319020,49,49,15,48,49.6,14.6,14.62,5.32,14,m,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,none ,none ,1,3,3,3,3,3,,,,,,,,,22,4,4,4
DB,319021,54,52,16,54,53.1,15.9,21.2,6.99,16,m,3,3,3,3,2,3,2,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,2,3,,,,,,,,,24,3,3,3
DB,319024,63,59,16,62.4,67.6,19.1,35.72,8.55,14,m,2,2,1,3,2,3,3,3,2,2,2,2,1,1,2,2,2,2,2,2,3,3,2,2,,,,,,,,,24,2,2,2
DB,319025,51,54,16,56.8,57.2,16.8,30.53,10.08,19,m,3,2,2,2,2,2,3,2,3,3,3,2,2,3,2,2,2,3,3,3,2,2,2,2,,,,,,,,,24,2,3,3
DB,319027,64,63,18,64.6,64.2,18.8,34.6,11.67,16,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,#DIV/0!,0
DB,319028,47,51,14,45.6,49.8,14,15.8,5.38,15,m,3,2,2,2,2,2,3,3,3,2,3,2,2,2,2,3,3,3,2,2,2,3,3,2,,,,,,,,,24,2,3,3
DB,319029,58,64,18,57.8,63.6,18.9,36.51,13.74,20,m,2,3,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,,,,,,,,,24,2,2,2
DB,319030,51,49,15,51.5,50.6,16.9,20.32,8.23,15,m,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,2,2,3,3,2,3,,,,,,,,,24,2,2,2
DB,319031,63,65,17,67.9,69.1,18.4,41.52,14.75,19,m,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,3,2,2,2,3,2,,,,,,,,,24,2,4,4
DB,319053,56,60,18,57.9,60,19.4,33.21,12.26,18,f,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,24,4,4,4
DB,319036,59,64,17,58.8,63.9,19,33.81,11.83,20,m,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,none,2,1,2,3,3,1,2,2,,,,,,,,,23,2,3,3
DB,319038,49,50,15,54.1,55.5,15.8,23.13,8.63,17,m,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,24,2,2,2
DB,319040,58,60,17,62.7,62.2,18.8,32.48,10.74,20,m,3,2,2,3,3,3,3,3,2,3,2,,2,3,3,3,3,2,2,3,2,3,2,2,,,,,,,,,23,3,3,3
DB,319042,52,48,16,56.8,61.4,18.2,27.94,9.48,19,m,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,3,2,2,2,1,3,1,2,2,,,,,,,,,24,2,2,2
DB,319044,59,61,17,62,62.1,18.8,35.06,12.33,21,m,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,3,3,,,,,,,,,24,2,2,2
DB,319045,54,55,16,57.7,60.1,18.4,30.09,11.52,17,m,2,2,3,2,2,3,3,3,2,3,2,2,2,3,2,2,3,2,2,2,3,2,3,3,,,,,,,,,24,2,2,2
DB,319047,55,56,16,55.1,54.7,16.8,26.04,10.21,17,m,2,2,2,2,2,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,,,,,,,,,24,2,2,2
